crash_date,crash_time,latitude,longitude,number_of_persons_injured,number_of_persons_killed,hour,day_of_week,is_weekend,date_str,crashed,temperature,rain,wind_speed,bars,accident_density,severity,time_of_day,is_night,is_rush_hour
2021-04-14,0:00,40.587894,-73.95504,0,0,0,2,0,2021-04-14,1,10.8,0,3.8,55,342.0,0,3,1,0
2021-10-03,2:10,40.731983,-73.91912,0,0,2,6,1,2021-10-03,1,17.0,0,10.8,97,231.0,0,3,1,0
2021-06-26,21:00,40.636513,-73.89681,0,0,21,5,1,2021-06-26,1,23.8,0,28.2,119,346.0,0,2,0,0
2021-10-06,11:07,40.656693,-73.89464,0,0,11,2,0,2021-10-06,1,16.4,0,6.4,10,617.0,0,0,0,0
2022-01-07,8:40,40.792534,-73.827255,0,0,8,4,0,2022-01-07,1,20.0,0,0.0,198,82.0,0,0,0,1
2021-05-27,15:00,40.61593,-74.087425,0,0,15,3,0,2021-05-27,1,25.0,0,16.8,144,159.0,0,1,0,0
2021-06-08,9:00,40.660706,-73.84129,1,0,9,1,0,2021-06-08,1,21.0,0,6.6,61,194.0,1,0,0,1
2021-09-06,7:45,40.7121162,-73.7311691,0,0,7,0,0,2021-09-06,1,20.5,0,10.0,175,205.0,0,0,0,1
2021-07-04,0:00,40.651974,-73.86542,0,0,0,6,1,2021-07-04,1,17.6,0,10.0,62,150.0,0,3,1,0
2021-09-25,12:50,40.7252,-73.93968,0,0,12,5,1,2021-09-25,1,16.5,0,7.0,73,346.0,0,1,0,0
2021-05-04,11:08,40.73664,-73.86584,0,0,11,1,0,2021-05-04,1,12.0,0,11.2,189,553.0,0,0,0,0
2021-09-26,19:20,40.758327,-73.98899,0,0,19,6,1,2021-09-26,1,21.5,0,22.2,48,857.0,0,2,0,1
2021-05-04,20:29,40.70091,-73.926094,0,0,20,1,0,2021-05-04,1,22.1,0,6.3,37,744.0,0,2,0,0
2021-05-11,2:47,40.664993,-73.80229,0,1,2,1,0,2021-05-11,1,10.8,0,8.9,152,240.0,2,3,1,0
2021-12-26,2:20,40.59907,-73.90498,0,0,2,6,1,2021-12-26,1,9.8,1,14.7,149,81.0,0,3,1,0
2022-04-04,3:00,40.67341,-73.86761,0,0,3,0,0,2022-04-04,1,4.6,0,24.5,3,524.0,0,3,1,0
2022-09-23,17:38,40.756374,-73.98672,1,0,17,4,0,2022-09-23,1,15.9,0,30.5,62,857.0,1,2,0,1
2021-12-08,17:55,40.676025,-73.80905,1,0,17,2,0,2021-12-08,1,5.0,1,5.4,34,304.0,1,2,0,1
2021-06-25,9:46,40.84197,-73.90417,0,0,9,4,0,2021-06-25,1,16.9,0,7.1,93,824.0,0,0,0,1
2021-10-04,17:20,40.748764,-73.86311,1,0,17,0,0,2021-10-04,1,21.8,0,19.4,23,532.0,1,2,0,1
2021-12-18,5:00,40.699512,-73.81461,0,0,5,5,1,2021-12-18,1,6.1,0,12.5,131,507.0,0,0,1,0
2021-05-21,6:17,40.78694,-73.77558,0,0,6,4,0,2021-05-21,1,12.4,0,4.7,174,51.0,0,0,0,0
2021-05-09,15:18,40.697285,-73.75645,1,0,15,6,1,2021-05-09,1,14.3,0,10.6,138,272.0,1,1,0,0
2021-06-29,18:38,40.742443,-73.93023,1,0,18,1,0,2021-06-29,1,34.1,0,18.1,71,373.0,1,2,0,1
2021-09-14,18:05,40.74585,-73.714195,1,0,18,1,0,2021-09-14,1,25.4,0,13.4,159,83.0,1,2,0,1
2021-04-20,16:55,40.71582,-73.81759,1,0,16,1,0,2021-04-20,1,19.4,0,19.6,198,295.0,1,1,0,0
2021-10-07,17:30,40.73376,-73.93743,0,0,17,3,0,2021-10-07,1,21.9,1,5.6,147,271.0,0,2,0,1
2021-06-11,19:35,40.672558,-73.91815,0,0,19,4,0,2021-06-11,1,18.4,0,17.1,172,956.0,0,2,0,1
2022-01-15,10:30,40.720203,-73.99365,0,0,10,5,1,2022-01-15,1,-10.6,0,20.4,21,976.0,0,0,0,0
2021-06-08,16:25,40.684177,-73.992195,0,0,16,1,0,2021-06-08,1,28.8,1,15.1,198,479.0,0,1,0,0
2021-06-09,16:15,40.844524,-73.902725,0,0,16,2,0,2021-06-09,1,29.2,0,8.5,128,859.0,0,1,0,0
2021-05-11,8:30,40.667236,-73.770004,3,0,8,1,0,2021-05-11,1,9.2,0,16.1,121,386.0,1,0,0,1
2021-04-29,17:27,40.580883,-73.93669,0,0,17,3,0,2021-04-29,1,18.9,0,16.0,19,113.0,0,2,0,1
2021-04-29,19:11,40.68444,-73.83192,1,0,19,3,0,2021-04-29,1,16.1,1,19.0,84,372.0,1,2,0,1
2021-09-13,21:40,40.85586,-73.89462,0,0,21,0,0,2021-09-13,1,28.6,0,12.1,12,824.0,0,2,0,0
2021-04-23,18:48,40.72624,-73.93795,1,0,18,4,0,2021-04-23,1,14.8,0,33.4,89,353.0,1,2,0,1
2021-05-10,12:00,40.746155,-73.751595,0,0,12,0,0,2021-05-10,1,9.5,0,11.3,164,94.0,0,1,0,0
2022-01-07,21:27,40.707294,-73.85064,0,0,21,4,0,2022-01-07,1,-1.2,0,24.9,5,231.0,0,2,0,0
2021-06-05,14:09,40.7773,-73.99034,0,0,14,5,1,2021-06-05,1,25.5,0,11.2,78,222.0,0,1,0,0
2021-12-28,14:25,40.65463,-73.92201,0,0,14,1,0,2021-12-28,1,4.4,0,12.4,144,801.0,0,1,0,0
2021-06-08,11:40,40.606224,-73.754,0,0,11,1,0,2021-06-08,1,22.6,0,7.1,93,232.0,0,0,0,0
2021-06-15,17:30,40.65317,-73.866875,1,0,17,1,0,2021-06-15,1,24.5,0,10.5,170,163.0,1,2,0,1
2021-05-09,23:25,40.606853,-74.06744,1,0,23,6,1,2021-05-09,1,11.2,1,8.3,198,112.0,1,3,1,0
2021-04-14,0:00,40.60365,-73.99204,0,0,0,2,0,2021-04-14,1,10.8,0,3.8,52,387.0,0,3,1,0
2021-09-16,13:58,40.72639,-73.991806,0,0,13,3,0,2021-09-16,1,20.9,1,15.7,11,866.0,0,1,0,0
2021-12-18,14:13,40.698097,-73.9298,0,0,14,5,1,2021-12-18,1,4.9,1,10.0,32,725.0,0,1,0,0
2022-09-21,23:30,40.78297,-73.98591,1,0,23,2,0,2022-09-21,1,21.2,0,15.5,126,246.0,1,3,1,0
2021-10-08,14:00,40.62137,-73.951675,1,0,14,4,0,2021-10-08,1,19.2,0,6.6,185,325.0,1,1,0,0
2022-02-19,20:55,40.686504,-73.874954,0,0,20,5,1,2022-02-19,1,4.2,0,37.6,89,320.0,0,2,0,0
2021-12-25,8:51,40.81709,-73.81827,0,0,8,5,1,2021-12-25,1,2.5,1,12.0,72,78.0,0,0,0,1
2021-12-10,15:41,40.82153,-73.87863,1,0,15,4,0,2021-12-10,1,6.2,0,6.9,123,573.0,1,1,0,0
2021-06-13,10:10,40.791046,-73.95138,0,0,10,6,1,2021-06-13,1,15.6,0,4.7,71,525.0,0,0,0,0
2021-06-06,4:45,40.74047,-73.99829,0,0,4,6,1,2021-06-06,1,23.1,0,15.0,183,585.0,0,3,1,0
2021-06-30,11:25,40.80713,-73.94967,0,0,11,2,0,2021-06-30,1,26.1,0,14.0,132,872.0,0,0,0,0
2021-06-22,17:52,40.71949,-73.95595,0,0,17,1,0,2021-06-22,1,21.8,1,23.7,3,601.0,0,2,0,1
2021-06-25,9:38,40.84474,-73.922585,0,0,9,4,0,2021-06-25,1,16.9,0,7.1,25,859.0,0,0,0,1
2021-05-20,18:00,40.706085,-73.8085,1,0,18,3,0,2021-05-20,1,19.9,0,16.9,50,465.0,1,2,0,1
2022-04-02,17:27,40.867798,-73.89912,1,0,17,5,1,2022-04-02,1,9.0,0,11.0,3,590.0,1,2,0,1
2022-06-29,22:50,40.666386,-73.80178,1,0,22,2,0,2022-06-29,1,23.8,0,31.3,8,288.0,1,3,1,0
2021-04-19,6:55,40.5743,-73.98867,0,0,6,0,0,2021-04-19,1,6.3,0,9.7,104,222.0,0,0,0,0
2021-06-06,19:50,40.70765,-73.750084,0,0,19,6,1,2021-06-06,1,29.5,0,13.6,5,250.0,0,2,0,1
2021-10-04,19:28,40.69783,-73.93677,0,0,19,0,0,2021-10-04,1,21.6,1,16.5,62,790.0,0,2,0,1
2021-12-24,18:55,40.643646,-73.989784,1,0,18,4,0,2021-12-24,1,5.4,0,8.2,129,296.0,1,2,0,1
2021-10-18,13:53,40.6289654,-73.9451246,0,0,13,0,0,2021-10-18,1,11.6,0,23.1,189,360.0,0,1,0,0
2021-05-30,21:10,40.667995,-73.786766,1,0,21,6,1,2021-05-30,1,11.6,1,25.1,58,290.0,1,2,0,0
2021-12-16,8:25,40.795326,-73.9713,1,0,8,3,0,2021-12-16,1,10.1,0,16.5,184,363.0,1,0,0,1
2021-09-18,11:40,40.848736,-73.93234,1,0,11,5,1,2021-09-18,1,19.0,0,8.3,81,600.0,1,0,0,0
2021-10-03,0:00,40.70521,-73.82203,0,0,0,6,1,2021-10-03,1,17.2,0,10.9,175,358.0,0,3,1,0
2021-05-23,7:00,40.743504,-73.83567,1,0,7,6,1,2021-05-23,1,20.5,0,13.3,127,254.0,1,0,0,1
2021-05-30,13:40,40.814705,-73.92453,4,0,13,6,1,2021-05-30,1,9.5,1,20.8,67,707.0,1,1,0,0
2021-06-25,0:50,40.724968,-73.840355,0,0,0,4,0,2021-06-25,1,18.5,0,8.3,48,236.0,0,3,1,0
2022-01-11,11:38,40.749676,-73.94372,0,0,11,1,0,2022-01-11,1,-8.5,0,24.0,132,366.0,0,0,0,0
2021-09-26,22:30,40.67563,-74.00351,0,0,22,6,1,2021-09-26,1,20.5,0,16.5,63,300.0,0,3,1,0
2021-05-16,1:55,40.60915,-74.14987,0,0,1,6,1,2021-05-16,1,17.0,0,14.8,156,111.0,0,3,1,0
2022-09-21,23:20,40.772327,-73.94531,0,0,23,2,0,2022-09-21,1,21.6,0,16.8,185,313.0,0,3,1,0
2021-05-21,23:14,40.692722,-73.72673,0,0,23,4,0,2021-05-21,1,16.4,0,18.4,63,150.0,0,3,1,0
2021-06-03,22:15,40.672676,-73.90994,1,0,22,3,0,2021-06-03,1,20.9,1,16.3,82,832.0,1,3,1,0
2021-10-01,18:16,40.69706,-73.91933,0,0,18,4,0,2021-10-01,1,19.0,0,10.5,120,739.0,0,2,0,1
2021-05-10,0:00,40.823193,-73.90018,0,0,0,0,0,2021-05-10,1,9.2,1,9.4,20,759.0,0,3,1,0
2021-12-16,17:15,40.75524,-73.97328,0,0,17,3,0,2021-12-16,1,13.7,0,23.3,188,839.0,0,2,0,1
2021-12-26,15:36,40.734375,-73.87342,0,0,15,6,1,2021-12-26,1,7.1,0,20.0,161,481.0,0,1,0,0
2021-05-14,19:10,40.67681,-73.79405,0,0,19,4,0,2021-05-14,1,20.7,0,9.6,29,272.0,0,2,0,1
2021-05-11,19:56,40.812828,-73.88894,0,0,19,1,0,2021-05-11,1,15.6,0,21.0,164,493.0,0,2,0,1
2022-02-19,18:15,40.673973,-73.9857,2,0,18,5,1,2022-02-19,1,3.3,0,28.0,75,404.0,1,2,0,1
2022-02-19,8:00,40.68265,-73.96211,0,0,8,5,1,2022-02-19,1,-5.6,0,6.1,87,608.0,0,0,0,1
2021-06-07,13:45,40.863266,-73.89203,0,0,13,0,0,2021-06-07,1,26.5,0,6.8,161,680.0,0,1,0,0
2021-05-20,9:22,40.79876,-73.93598,0,0,9,3,0,2021-05-20,1,12.9,0,6.2,104,755.0,0,0,0,1
2021-10-09,14:30,40.631706,-73.94649,0,0,14,5,1,2021-10-09,1,18.7,0,24.4,198,374.0,0,1,0,0
2021-10-01,11:45,40.821003,-73.89787,0,0,11,4,0,2021-10-01,1,9.4,0,7.1,150,749.0,0,0,0,0
2021-12-26,11:15,40.806293,-73.93603,0,0,11,6,1,2021-12-26,1,5.2,0,17.9,81,885.0,0,0,0,0
2021-04-20,15:00,40.831566,-73.942986,0,0,15,1,0,2021-04-20,1,18.0,0,17.6,99,687.0,0,1,0,0
2021-04-17,20:30,40.685432,-73.75514,0,0,20,5,1,2021-04-17,1,12.2,0,15.6,61,256.0,0,2,0,0
2021-04-14,19:10,40.642044,-73.98124,0,0,19,2,0,2021-04-14,1,16.9,0,19.3,56,388.0,0,2,0,1
2021-09-19,4:13,40.65864,-73.91374,1,0,4,6,1,2021-09-19,1,22.3,0,15.9,32,737.0,1,3,1,0
2021-04-30,13:10,40.84984,-73.934975,1,0,13,4,0,2021-04-30,1,16.5,0,32.7,166,542.0,1,1,0,0
2021-12-25,21:30,40.699543,-73.78353,1,0,21,5,1,2021-12-25,1,8.9,1,9.4,9,327.0,1,2,0,0
2021-05-22,15:36,40.68587,-73.76349,1,0,15,5,1,2021-05-22,1,28.6,0,10.0,126,241.0,1,1,0,0
2021-05-02,8:00,40.80016,-73.93538,1,0,8,6,1,2021-05-02,1,12.4,0,18.1,179,753.0,1,0,0,1
2021-05-20,8:15,40.84196,-73.915306,0,0,8,3,0,2021-05-20,1,12.6,0,7.7,23,888.0,0,0,0,1
2021-06-29,22:58,40.828217,-73.8414,1,0,22,1,0,2021-06-29,1,31.9,0,9.2,149,284.0,1,3,1,0
2021-12-11,21:07,40.790154,-73.93675,0,0,21,5,1,2021-12-11,1,16.5,0,31.1,99,575.0,0,2,0,0
2021-06-26,22:31,40.67748,-73.88643,0,0,22,5,1,2021-06-26,1,24.0,1,29.1,17,747.0,0,3,1,0
2021-06-16,15:15,40.851936,-73.91078,0,0,15,2,0,2021-06-16,1,22.2,0,20.2,133,864.0,0,1,0,0
2021-12-26,13:15,40.81373,-73.9221,1,0,13,6,1,2021-12-26,1,6.4,0,19.1,128,741.0,1,1,0,0
2021-05-16,15:56,40.76496,-73.90532,1,0,15,6,1,2021-05-16,1,20.8,0,5.1,168,344.0,1,1,0,0
2021-06-05,20:55,40.645027,-73.91998,1,0,20,5,1,2021-06-05,1,31.2,0,19.8,99,517.0,1,2,0,0
2021-06-04,14:37,40.636692,-73.9832,1,0,14,4,0,2021-06-04,1,21.0,1,9.4,195,405.0,1,1,0,0
2021-05-23,8:18,40.750725,-73.87502,0,0,8,6,1,2021-05-23,1,19.8,0,11.6,142,584.0,0,0,0,1
2021-04-03,15:12,40.87626,-73.90395,2,0,15,5,1,2021-04-03,1,5.3,0,13.4,177,400.0,1,1,0,0
2021-09-15,7:56,40.616825,-73.992516,1,0,7,2,0,2021-09-15,1,22.2,0,16.9,126,370.0,1,0,0,1
2021-04-27,22:45,40.75537,-73.722244,0,0,22,1,0,2021-04-27,1,13.0,0,7.6,54,51.0,0,3,1,0
2021-05-27,10:00,40.677494,-73.90186,0,0,10,3,0,2021-05-27,1,19.1,0,15.3,117,810.0,0,0,0,0
2022-01-04,6:47,40.659107,-73.923225,2,0,6,1,0,2022-01-04,1,-5.2,0,20.9,16,867.0,1,0,0,0
2022-06-27,15:50,40.734314,-73.93803,1,0,15,0,0,2022-06-27,1,25.5,1,20.5,67,233.0,1,1,0,0
2021-06-19,0:32,40.67619,-73.9081,0,0,0,5,1,2021-06-19,1,22.2,0,19.1,109,929.0,0,3,1,0
2021-06-02,3:00,40.675346,-73.92198,0,0,3,2,0,2021-06-02,1,16.7,0,14.0,159,948.0,0,3,1,0
2021-05-13,12:22,40.77039,-73.91771,1,0,12,3,0,2021-05-13,1,11.6,0,8.2,131,496.0,1,1,0,0
2021-10-03,18:00,40.69245,-73.811005,0,0,18,6,1,2021-10-03,1,23.2,0,10.3,67,413.0,0,2,0,1
2021-09-26,3:57,40.795273,-73.94406,0,0,3,6,1,2021-09-26,1,18.5,0,6.5,189,842.0,0,3,1,0
2022-03-28,15:00,40.7266,-73.789116,0,0,15,0,0,2022-03-28,1,-1.7,0,29.3,141,120.0,0,1,0,0
2021-05-17,12:20,40.59607,-73.98413,0,0,12,0,0,2021-05-17,1,15.0,0,7.3,184,234.0,0,1,0,0
2022-03-30,14:12,40.74233,-73.83764,0,0,14,2,0,2022-03-30,1,2.3,0,5.4,10,217.0,0,1,0,0
2022-04-04,7:50,40.873657,-73.87142,0,0,7,0,0,2022-04-04,1,3.6,0,20.0,44,436.0,0,0,0,1
2021-12-23,0:30,40.70313,-73.816795,0,0,0,3,0,2021-12-23,1,2.5,0,26.4,82,461.0,0,3,1,0
2021-06-04,16:05,40.668495,-73.925606,0,0,16,4,0,2021-06-04,1,22.6,1,11.6,127,1020.0,0,1,0,0
2021-09-21,10:16,40.609604,-73.91378,0,0,10,1,0,2021-09-21,1,20.4,0,9.2,20,133.0,0,0,0,0
2022-03-26,14:28,40.701195,-73.91409,0,0,14,5,1,2022-03-26,1,10.1,0,15.2,152,601.0,0,1,0,0
2021-11-26,17:00,40.674953,-74.007545,2,0,17,4,0,2021-11-26,1,7.0,1,29.3,154,243.0,1,2,0,1
2021-12-20,14:30,40.601734,-73.935036,0,0,14,0,0,2021-12-20,1,-2.2,0,10.0,117,167.0,0,1,0,0
2022-01-11,8:25,40.589207,-73.804474,0,0,8,1,0,2022-01-11,1,-6.8,0,28.8,35,95.0,0,0,0,1
2021-05-15,11:00,40.716976,-73.98229,0,0,11,5,1,2021-05-15,1,11.3,0,8.9,150,624.0,0,0,0,0
2021-06-29,13:09,40.87673,-73.86444,2,0,13,1,0,2021-06-29,1,27.6,0,9.4,49,398.0,1,1,0,0
2021-09-12,0:00,40.670856,-73.8852,3,0,0,6,1,2021-09-12,1,19.5,0,10.4,84,786.0,1,3,1,0
2021-06-01,18:00,40.743855,-73.82221,1,0,18,1,0,2021-06-01,1,23.4,0,9.4,182,198.0,1,2,0,1
2021-06-27,17:49,40.524612,-74.230446,0,0,17,6,1,2021-06-27,1,30.2,1,16.7,148,49.0,0,2,0,1
2021-09-29,20:50,40.783844,-73.979996,0,0,20,2,0,2021-09-29,1,20.0,0,17.4,130,365.0,0,2,0,0
2021-12-22,2:10,40.848927,-73.88816,0,0,2,2,0,2021-12-22,1,3.0,0,4.3,133,654.0,0,3,1,0
2021-05-24,18:30,40.86995,-73.87054,1,0,18,0,0,2021-05-24,1,18.2,0,15.8,188,406.0,1,2,0,1
2021-05-11,19:43,40.73376,-73.93743,0,0,19,1,0,2021-05-11,1,16.1,0,23.1,190,271.0,0,2,0,1
2021-04-17,18:14,40.766815,-73.9386,2,0,18,5,1,2021-04-17,1,11.1,0,16.8,56,244.0,1,2,0,1
2021-10-02,12:45,40.72475,-73.98043,0,0,12,5,1,2021-10-02,1,13.2,0,12.4,45,584.0,0,1,0,0
2021-04-16,18:00,40.764267,-73.722946,0,0,18,4,0,2021-04-16,1,11.1,1,19.9,94,57.0,0,2,0,1
2021-05-19,16:12,40.71829,-73.987434,0,0,16,2,0,2021-05-19,1,26.8,0,13.0,151,856.0,0,1,0,0
2021-07-03,13:00,40.86235,-73.89997,0,0,13,5,1,2021-07-03,1,16.5,1,12.6,36,803.0,0,1,0,0
2021-12-14,6:15,40.88742,-73.89449,1,0,6,1,0,2021-12-14,1,4.9,0,14.4,52,192.0,1,0,0,0
2022-09-21,15:35,40.66279,-73.99887,1,0,15,2,0,2022-09-21,1,22.0,0,4.9,176,318.0,1,1,0,0
2022-01-01,20:08,40.802074,-73.94979,1,0,20,5,1,2022-01-01,1,11.7,1,8.3,119,848.0,1,2,0,0
2022-04-02,13:00,40.748276,-73.93918,0,0,13,5,1,2022-04-02,1,4.6,0,23.2,157,383.0,0,1,0,0
2021-12-30,21:25,40.663303,-73.960625,1,0,21,3,0,2021-12-30,1,8.6,0,2.9,57,443.0,1,2,0,0
2022-03-28,13:06,40.62564,-73.91302,0,0,13,0,0,2022-03-28,1,-3.2,0,31.4,50,211.0,0,1,0,0
2021-05-03,15:08,40.669476,-73.870476,0,0,15,0,0,2021-05-03,1,17.3,0,9.9,4,506.0,0,1,0,0
2021-06-11,0:20,40.72277,-73.83625,1,0,0,4,0,2021-06-11,1,18.7,0,11.3,63,284.0,1,3,1,0
2022-07-02,11:30,40.75767,-73.99483,1,0,11,5,1,2022-07-02,1,24.9,0,20.0,120,754.0,1,0,0,0
2022-03-15,7:10,40.795456,-73.96564,0,0,7,1,0,2022-03-15,1,5.4,0,11.6,99,377.0,0,0,0,1
2021-06-28,11:00,40.835133,-73.86195,0,0,11,0,0,2021-06-28,1,24.0,0,14.8,89,543.0,0,0,0,0
2021-05-23,13:20,40.88698,-73.84745,0,0,13,6,1,2021-05-23,1,25.5,0,14.0,82,349.0,0,1,0,0
2021-06-29,10:20,40.690044,-73.81481,0,0,10,1,0,2021-06-29,1,23.9,0,13.0,158,343.0,0,0,0,0
2021-05-19,20:20,40.763588,-73.83603,1,0,20,2,0,2021-05-19,1,29.2,0,11.2,170,343.0,1,2,0,0
2021-09-27,20:00,40.858788,-73.92291,0,0,20,0,0,2021-09-27,1,25.9,0,21.7,150,557.0,0,2,0,0
2021-04-30,0:00,40.704544,-73.727234,0,0,0,4,0,2021-04-30,1,14.9,1,18.5,58,164.0,0,3,1,0
2021-04-27,20:46,40.82403,-73.94476,1,0,20,1,0,2021-04-27,1,14.8,0,14.6,72,769.0,1,2,0,0
2021-07-03,15:30,40.685837,-73.82686,0,0,15,5,1,2021-07-03,1,17.5,1,15.5,140,394.0,0,1,0,0
2021-07-03,14:09,40.84632,-73.823074,1,0,14,5,1,2021-07-03,1,17.3,1,12.9,116,139.0,1,1,0,0
2022-04-06,8:00,40.576504,-74.1037,0,0,8,2,0,2022-04-06,1,7.6,1,24.9,112,143.0,0,0,0,1
2021-06-14,4:25,40.596096,-73.76976,1,0,4,0,0,2021-06-14,1,17.6,0,11.5,40,117.0,1,3,1,0
2021-06-10,16:48,40.873016,-73.87488,1,0,16,3,0,2021-06-10,1,25.6,0,17.0,110,416.0,1,1,0,0
2021-05-05,15:50,40.8746,-73.9097,1,0,15,2,0,2021-05-05,1,11.4,1,5.9,187,362.0,1,1,0,0
2022-01-06,17:00,40.665703,-73.94256,1,0,17,3,0,2022-01-06,1,4.0,0,22.4,85,706.0,1,2,0,1
2021-09-28,16:02,40.697678,-73.916374,0,0,16,1,0,2021-09-28,1,22.9,1,13.4,51,669.0,0,1,0,0
2021-05-27,7:07,40.75595,-73.88165,0,0,7,3,0,2021-05-27,1,21.2,1,14.5,144,533.0,0,0,0,1
2022-07-02,10:40,40.826412,-73.9406,0,0,10,5,1,2022-07-02,1,24.5,0,18.1,28,769.0,0,0,0,0
2021-04-26,10:00,40.810764,-73.9526,0,0,10,0,0,2021-04-26,1,3.9,0,16.5,82,752.0,0,0,0,0
2022-09-18,18:54,40.724285,-73.9756,1,0,18,6,1,2022-09-18,1,28.2,0,22.3,93,354.0,1,2,0,1
2021-06-07,15:51,40.883766,-73.907814,1,0,15,0,0,2021-06-07,1,28.5,0,10.0,137,326.0,1,1,0,0
2021-05-18,12:18,40.722263,-73.90207,0,0,12,1,0,2021-05-18,1,16.6,0,7.6,137,293.0,0,1,0,0
2021-05-08,12:58,40.814102,-73.940865,0,0,12,5,1,2021-05-08,1,10.6,1,3.2,63,807.0,0,1,0,0
2021-12-19,8:30,40.590748,-73.94872,1,0,8,6,1,2021-12-19,1,8.0,1,14.5,150,284.0,1,0,0,1
2022-06-30,17:05,40.58395,-73.93743,0,0,17,3,0,2022-06-30,1,27.2,0,13.5,115,151.0,0,2,0,1
2021-06-07,13:40,40.620686,-74.11002,2,0,13,0,0,2021-06-07,1,25.7,0,13.1,110,63.0,1,1,0,0
2021-05-28,13:00,40.631283,-74.03082,0,0,13,4,0,2021-05-28,1,16.3,0,18.7,110,236.0,0,1,0,0
2021-06-12,12:30,40.675316,-73.90714,0,0,12,5,1,2021-06-12,1,18.1,0,11.2,190,912.0,0,1,0,0
2021-07-01,16:50,40.80708,-73.95181,0,0,16,3,0,2021-07-01,1,27.6,0,8.6,94,851.0,0,1,0,0
2021-10-08,9:00,40.788273,-73.97239,0,0,9,4,0,2021-10-08,1,14.6,0,4.8,94,405.0,0,0,0,1
2022-07-04,17:48,40.73363,-73.87477,0,0,17,0,0,2022-07-04,1,29.6,0,5.3,54,455.0,0,2,0,1
2021-04-24,1:23,40.824432,-73.873604,1,0,1,5,1,2021-04-24,1,11.8,0,15.9,183,472.0,1,3,1,0
2021-09-26,0:43,40.689648,-73.9184,1,0,0,6,1,2021-09-26,1,19.0,0,6.5,53,616.0,1,3,1,0
2021-12-24,9:18,40.87609,-73.833435,0,0,9,4,0,2021-12-24,1,-0.2,0,9.2,88,272.0,0,0,0,1
2022-01-07,6:00,40.816868,-73.91639,1,0,6,4,0,2022-01-07,1,-0.3,0,16.1,151,676.0,1,0,0,0
2021-12-13,10:21,40.668682,-73.75973,0,0,10,0,0,2021-12-13,1,3.2,0,17.6,5,372.0,0,0,0,0
2025-02-02,16:44,40.76007,-73.766594,0,0,16,6,1,2025-02-02,1,-3.6,0,5.1,84,161.0,0,1,0,0
2021-06-07,10:27,40.84733,-73.85131,0,0,10,0,0,2021-06-07,1,21.0,0,10.1,196,241.0,0,0,0,0
2021-09-12,13:46,40.605568,-74.00443,0,0,13,6,1,2021-09-12,1,21.4,0,20.5,89,313.0,0,1,0,0
2021-06-19,2:58,40.701103,-73.92239,0,0,2,5,1,2021-06-19,1,21.8,0,20.3,31,665.0,0,3,1,0
2021-05-25,16:35,40.81728,-73.938545,0,0,16,1,0,2021-05-25,1,20.4,0,18.7,78,760.0,0,1,0,0
2022-03-31,9:44,40.60058,-73.99161,1,0,9,3,0,2022-03-31,1,9.9,0,16.9,34,389.0,1,0,0,1
2021-12-22,17:53,40.80694,-73.91376,2,0,17,2,0,2021-12-22,1,7.2,0,21.9,10,604.0,1,2,0,1
2021-09-19,20:15,40.575634,-73.848816,1,0,20,6,1,2021-09-19,1,23.7,0,8.0,43,24.0,1,2,0,0
2022-01-10,6:10,40.723648,-73.99103,0,0,6,0,0,2022-01-10,1,3.2,0,20.8,71,940.0,0,0,0,0
2022-01-10,14:50,40.73138,-73.87782,0,0,14,0,0,2022-01-10,1,-2.0,0,15.0,127,358.0,0,1,0,0
2021-06-28,12:02,40.794132,-73.94281,0,0,12,0,0,2021-06-28,1,25.8,0,15.3,128,820.0,0,1,0,0
2021-12-15,2:30,40.736996,-73.998146,0,0,2,2,0,2021-12-15,1,4.4,0,10.0,119,561.0,0,3,1,0
2022-01-03,13:00,40.746685,-73.856316,0,0,13,0,0,2022-01-03,1,-0.6,0,22.6,63,400.0,0,1,0,0
2021-12-30,3:20,40.738346,-73.73389,1,0,3,3,0,2021-12-30,1,5.6,0,4.6,161,102.0,1,3,1,0
2021-09-12,3:40,40.65355,-73.86232,1,0,3,6,1,2021-09-12,1,19.6,0,15.7,176,144.0,1,3,1,0
2021-05-29,5:50,40.829468,-73.874756,0,0,5,5,1,2021-05-29,1,10.3,1,30.9,94,700.0,0,0,1,0
2021-07-01,3:56,40.837803,-73.94215,1,0,3,3,0,2021-07-01,1,26.2,0,3.8,40,498.0,1,3,1,0
2021-09-15,18:07,40.864872,-73.90253,0,0,18,2,0,2021-09-15,1,28.7,1,19.6,174,721.0,0,2,0,1
2022-04-07,17:30,40.676132,-73.921906,0,0,17,3,0,2022-04-07,1,8.8,1,25.2,197,956.0,0,2,0,1
2022-04-05,6:00,40.701572,-73.9313,0,0,6,1,0,2022-04-05,1,3.0,0,6.8,74,756.0,0,0,0,0
2022-01-14,21:14,40.827656,-73.8861,0,0,21,4,0,2022-01-14,1,2.2,0,28.8,56,750.0,0,2,0,0
2021-04-20,10:28,40.716442,-73.98837,0,0,10,1,0,2021-04-20,1,6.9,0,9.1,119,836.0,0,0,0,0
2021-05-24,3:00,40.73448,-73.92243,0,0,3,0,0,2021-05-24,1,21.4,0,24.6,131,274.0,0,3,1,0
2021-06-05,2:30,40.793217,-73.824005,0,0,2,5,1,2021-06-05,1,17.4,0,8.8,62,86.0,0,3,1,0
